plasmid_1	plasmid_2	distance
pVA1046_199	pVA527_45	0.9270516717325228
pVA1046_199	pVA527_58	0.8308105132792074
pVA1046_199	pVA528_281	0.9217609317141551
pVA1046_199	pVA528_2	1.0
pVA1046_199	pVA528_44	0.8863754023454206
pVA1046_199	pVA528_96	0.6195439807116727
pVA1046_199	pVA544_3	0.0
pVA1046_199	pVA544_51	0.8856762081353575
pVA1046_199	pVA544_8	0.8476336598607341
pVA1046_199	pVA569_107	0.7768642803877703
pVA1046_199	pVA569_47	0.9230073796858903
pVA1046_199	pVA569_68	1.0
pVA1046_199	pVA585_226	0.8321417266656953
pVA1046_199	pVA585_53	0.8584662025600719
pVA1046_199	pVA605_296	0.9050198210329045
pVA1046_199	pVA605_65	0.8825135361854648
pVA1046_199	pVA605_91	0.9450852447490992
pVA1046_199	pVA61_126	0.9689999841594196
pVA1046_199	pVA61_57	0.8290580465762948
pVA1046_199	pVA634_102	0.8713743548717549
pVA1046_199	pVA634_25	0.9239209948792977
pVA1046_199	pVA634_271	0.9254538237761957
pVA1046_199	pVA634_2	1.0
pVA1046_199	pVA634_3	1.0
pVA1046_199	pVA634_4	1.0
pVA1046_199	pVA634_54	0.8621454948973095
pVA1046_199	pVA634_6	1.0
pVA1046_199	pVA634_75	0.9381879762912786
pVA1046_199	pVA692_270	0.9268053720274732
pVA1046_199	pVA692_2	1.0
pVA1046_199	pVA692_45	0.9270516717325228
pVA1046_199	pVA692_4	1.0
pVA1046_199	pVA754_184	0.3162881456989539
pVA1046_199	pVA754_27	0.9324382538770821
pVA1046_199	pVA754_3	1.0
pVA1046_199	pVA754_4	1.0
pVA1046_199	pVA754_57	0.8285006887172424
pVA1046_199	pVA754_5	1.0
pVA1046_199	pVA754_9	0.7369681140494069
pVA1046_199	pVA765_0.7	0.0
pVA1046_199	pVA765_1_A	0.32581736189402477
pVA1046_199	pVA765_1_B	1.0
pVA1046_199	pVA765_275	0.9314528892484085
pVA1046_199	pVA765_45	0.9270516717325228
pVA1046_199	pVA765_4_A	1.0
pVA1046_199	pVA765_4_B	1.0
pVA1046_199	pVA765_72	1.0
pVA1046_199	pVA765_74	0.8450220958331665
pVA1046_199	pVA767_225	0.4771668735021177
pVA1046_199	pVA767_46	0.9287710404887243
pVA1046_199	pVA767_57	0.8278342756121895
pVA1046_199	pVA791_17	0.9337995070785808
pVA1046_199	pVA791_270	0.9268053720274732
pVA1046_199	pVA791_4	1.0
pVA1046_199	pVA791_57	0.8278342756121895
pVA1046_199	pVA791_75	1.0
pVA1046_41	pVA1046_46	0.9804005824918236
pVA1046_41	pVA1046_5	1.0
pVA1046_41	pVA1101_139	0.9053212060445464
pVA1046_41	pVA1101_21	0.8965485074626866
pVA1046_41	pVA1101_2	1.0
pVA1046_41	pVA1101_40	1.0
pVA1046_41	pVA1101_4	1.0
pVA1046_41	pVA1101_5	1.0
pVA1046_41	pVA1184_286	0.7716345579985199
pVA1046_41	pVA1184_82	1.0
pVA1046_41	pVA1393_45	0.9849363794790995
pVA1046_41	pVA1393_58	0.8466900618300748
pVA1046_41	pVA1393_9	1.0
pVA1046_41	pVA1505_2	1.0
pVA1046_41	pVA1505_371	0.8431330420874215
pVA1046_41	pVA1505_46	0.9804005824918236
pVA1046_41	pVA1505_61	0.7655470409892812
pVA1046_41	pVA1565_200	0.7562367208575044
pVA1046_41	pVA1565_35	0.22833057943820534
pVA1046_41	pVA1565_46	0.9804005824918236
pVA1046_41	pVA1565_5	1.0
pVA1046_41	pVA1626_171	0.9025758552364582
pVA1046_41	pVA1626_271	0.9173052591372437
pVA1046_41	pVA1626_2	1.0
pVA1046_41	pVA1626_45	0.9804005824918236
pVA1046_41	pVA1626_4	1.0
pVA1046_41	pVA1626_57	0.8530163049965385
pVA1046_41	pVA1626_87	0.8361144930650051
pVA1046_41	pVA1686_122	1.0
pVA1046_41	pVA1686_2	1.0
pVA1046_41	pVA1686_54	0.9804005824918236
pVA1046_41	pVA1686_57	0.8530163049965385
pVA1046_41	pVA1722_375	0.9154431951108883
pVA1046_41	pVA1722_46	0.9804005824918236
pVA1046_41	pVA1722_58	0.8466900618300748
pVA1046_41	pVA1788_21	0.9512341962673089
pVA1046_41	pVA1788_53	0.8438492205590966
pVA1046_41	pVA1788_57	0.6398577192102939
pVA1046_41	pVA1825_122	1.0
pVA1046_41	pVA1825_2	1.0
pVA1046_41	pVA1825_54	0.9804005824918236
pVA1046_41	pVA1825_57	0.8530163049965385
pVA1046_41	pVA1835_14	1.0
pVA1046_41	pVA1835_189	0.8597961278617299
pVA1046_41	pVA1835_363	0.9155864308052233
pVA1046_41	pVA1835_4	1.0
pVA1046_41	pVA1835_58_A	0.8993530521139201
pVA1046_41	pVA1835_58_B	0.8466900618300748
pVA1046_41	pVA1835_6	1.0
pVA1046_41	pVA2067_271	0.7716345579985199
pVA1046_41	pVA2067_2	1.0
pVA1046_41	pVA2067_45	0.9804005824918236
pVA1046_41	pVA2067_4	1.0
pVA1046_41	pVA2464_160	0.8633054023729381
pVA1046_41	pVA2464_46	0.9804005824918236
pVA1046_41	pVA2464_5	1.0
pVA1046_41	pVA2464_7	0.49224161817678025
pVA1046_41	pVA2588_5	1.0
pVA1046_41	pVA2588_87	0.8361144930650051
pVA1046_41	pVA2589_21	0.9512206420530875
pVA1046_41	pVA2589_86	0.6492874024206832
pVA1046_41	pVA2589_99	0.8361144930650051
pVA1046_41	pVA2682_199	0.75943565136432
pVA1046_41	pVA2682_52	0.9804005824918236
pVA1046_41	pVA2682_9	1.0
pVA1046_41	pVA2817_112	0.8177325789586765
pVA1046_41	pVA2817_162	0.9607534197522023
pVA1046_41	pVA2817_1	1.0
pVA1046_41	pVA2817_210	0.8380243023228056
pVA1046_41	pVA2817_5	1.0
pVA1046_41	pVA2817_6	1.0
pVA1046_41	pVA3495_148	0.8117166797966053
pVA1046_41	pVA3495_29	1.0
pVA1046_41	pVA3495_318	0.9045811549571486
pVA1046_41	pVA3495_43	0.9579603237126691
pVA1046_41	pVA3495_4	1.0
pVA1046_41	pVA418_110	0.49487932392752276
pVA1046_41	pVA418_180	0.9014060970660556
pVA1046_41	pVA418_38	1.0
pVA1046_41	pVA418_56	0.9804005824918236
pVA1046_41	pVA436_0.1	1.0
pVA1046_41	pVA436_1	1.0
pVA1046_41	pVA436_2_A	1.0
pVA1046_41	pVA436_2_B	1.0
pVA1046_41	pVA436_41	1.0
pVA1046_41	pVA436_52	0.8981355487120724
pVA1046_41	pVA436_54	0.9804005824918236
pVA1046_41	pVA524_189	0.6572847286877224
pVA1046_41	pVA524_199	0.8337749767241996
pVA1046_41	pVA524_46	0.9804005824918236
pVA1046_41	pVA524_4_A	1.0
pVA1046_41	pVA524_4_B	1.0
pVA1046_41	pVA524_58	0.8268041729332283
pVA1046_41	pVA524_5	1.0
pVA1046_41	pVA527_214	0.8452577048867245
pVA1046_41	pVA527_3	1.0
pVA1046_41	pVA527_45	0.9804005824918236
pVA1046_41	pVA527_58	0.827448733557736
pVA1046_41	pVA528_281	0.7912339755066963
pVA1046_41	pVA528_2	1.0
pVA1046_41	pVA528_44	0.9728090906920671
pVA1046_41	pVA528_96	0.9593449354245744
pVA1046_41	pVA544_3	1.0
pVA1046_41	pVA544_51	0.8604406884862374
pVA1046_41	pVA544_8	1.0
pVA1046_41	pVA569_107	0.8483611449306501
pVA1046_41	pVA569_47	0.8604406884862374
pVA1046_41	pVA569_68	1.0
pVA1046_41	pVA585_226	0.8522762539091409
pVA1046_41	pVA585_53	0.9156580486523909
pVA1046_41	pVA605_296	0.7716106853827974
pVA1046_41	pVA605_65	0.8901143498293108
pVA1046_41	pVA605_91	0.9804005824918236
pVA1046_41	pVA61_126	0.9436128816634438
pVA1046_41	pVA61_57	0.8530163049965385
pVA1046_41	pVA634_102	0.8360190026021151
pVA1046_41	pVA634_25	0.9639240750009626
pVA1046_41	pVA634_271	0.7717061758456873
pVA1046_41	pVA634_2	1.0
pVA1046_41	pVA634_3	1.0
pVA1046_41	pVA634_4	1.0
pVA1046_41	pVA634_54	0.9804005824918236
pVA1046_41	pVA634_6	1.0
pVA1046_41	pVA634_75	1.0
pVA1046_41	pVA692_270	0.8107856477834277
pVA1046_41	pVA692_2	1.0
pVA1046_41	pVA692_45	0.9804005824918236
pVA1046_41	pVA692_4	1.0
pVA1046_41	pVA754_184	0.7167514144524816
pVA1046_41	pVA754_27	1.0
pVA1046_41	pVA754_3	1.0
pVA1046_41	pVA754_4	1.0
pVA1046_41	pVA754_57	0.845854520279787
pVA1046_41	pVA754_5	1.0
pVA1046_41	pVA754_9	1.0
pVA1046_41	pVA765_0.7	0.0
pVA1046_41	pVA765_1_A	1.0
pVA1046_41	pVA765_1_B	0.0
pVA1046_41	pVA765_275	0.7716345579985199
pVA1046_41	pVA765_45	0.9804005824918236
pVA1046_41	pVA765_4_A	1.0
pVA1046_41	pVA765_4_B	0.4899360644091878
pVA1046_41	pVA765_72	1.0
pVA1046_41	pVA765_74	0.9393396834491156
pVA1046_41	pVA767_225	0.7309317481916493
pVA1046_41	pVA767_46	0.9804005824918236
pVA1046_41	pVA767_57	0.8670056578099262
pVA1046_41	pVA791_17	0.9350031524044249
pVA1046_41	pVA791_270	0.8108095203991501
pVA1046_41	pVA791_4	1.0
pVA1046_41	pVA791_57	0.8670056578099262
pVA1046_41	pVA791_75	1.0
pVA1046_46	pVA1046_5	1.0
pVA1046_46	pVA1101_139	0.9434587638915968
pVA1046_46	pVA1101_21	1.0
pVA1046_46	pVA1101_2	1.0
pVA1046_46	pVA1101_40	0.0
pVA1046_46	pVA1101_4	1.0
pVA1046_46	pVA1101_5	0.41835784770061446
pVA1046_46	pVA1184_286	0.9561751261887741
pVA1046_46	pVA1184_82	1.0
pVA1046_46	pVA1393_45	0.0
pVA1046_46	pVA1393_58	1.0
pVA1046_46	pVA1393_9	1.0
pVA1046_46	pVA1505_2	1.0
pVA1046_46	pVA1505_371	0.9561317995710665
pVA1046_46	pVA1505_46	0.0
pVA1046_46	pVA1505_61	1.0
pVA1046_46	pVA1565_200	0.899828859860055
pVA1046_46	pVA1565_35	0.9770073094911362
pVA1046_46	pVA1565_46	0.0
pVA1046_46	pVA1565_5	1.0
pVA1046_46	pVA1626_171	0.9120902926713026
pVA1046_46	pVA1626_271	0.9561534628799203
pVA1046_46	pVA1626_2	1.0
pVA1046_46	pVA1626_45	0.0
pVA1046_46	pVA1626_4	1.0
pVA1046_46	pVA1626_57	1.0
pVA1046_46	pVA1626_87	0.9696280409869803
pVA1046_46	pVA1686_122	1.0
pVA1046_46	pVA1686_2	1.0
pVA1046_46	pVA1686_54	0.0
pVA1046_46	pVA1686_57	1.0
pVA1046_46	pVA1722_375	0.9576265678819783
pVA1046_46	pVA1722_46	0.0
pVA1046_46	pVA1722_58	1.0
pVA1046_46	pVA1788_21	0.9620247302366508
pVA1046_46	pVA1788_53	0.9414224128593401
pVA1046_46	pVA1788_57	0.9822144234310348
pVA1046_46	pVA1825_122	1.0
pVA1046_46	pVA1825_2	1.0
pVA1046_46	pVA1825_54	0.0
pVA1046_46	pVA1825_57	1.0
pVA1046_46	pVA1835_14	1.0
pVA1046_46	pVA1835_189	0.9822144234310348
pVA1046_46	pVA1835_363	0.9576265678819783
pVA1046_46	pVA1835_4	1.0
pVA1046_46	pVA1835_58_A	0.002816230150993304
pVA1046_46	pVA1835_58_B	1.0
pVA1046_46	pVA1835_6	1.0
pVA1046_46	pVA2067_271	0.9290743268126773
pVA1046_46	pVA2067_2	1.0
pVA1046_46	pVA2067_45	0.0
pVA1046_46	pVA2067_4	1.0
pVA1046_46	pVA2464_160	0.9562401161153354
pVA1046_46	pVA2464_46	0.0
pVA1046_46	pVA2464_5	1.0
pVA1046_46	pVA2464_7	1.0
pVA1046_46	pVA2588_5	1.0
pVA1046_46	pVA2588_87	0.9696280409869803
pVA1046_46	pVA2589_21	0.9620141751980359
pVA1046_46	pVA2589_86	0.9414007495504864
pVA1046_46	pVA2589_99	0.8308962110872815
pVA1046_46	pVA2682_199	0.8996988800069322
pVA1046_46	pVA2682_52	0.0
pVA1046_46	pVA2682_9	1.0
pVA1046_46	pVA2817_112	0.9696063776781265
pVA1046_46	pVA2817_162	0.8174866229067828
pVA1046_46	pVA2817_1	1.0
pVA1046_46	pVA2817_210	0.956283442733043
pVA1046_46	pVA2817_5	1.0
pVA1046_46	pVA2817_6	1.0
pVA1046_46	pVA3495_148	0.9577565477351011
pVA1046_46	pVA3495_29	1.0
pVA1046_46	pVA3495_318	0.9561967894976279
pVA1046_46	pVA3495_43	0.9679045153604728
pVA1046_46	pVA3495_4	1.0
pVA1046_46	pVA418_110	0.982192760122181
pVA1046_46	pVA418_180	0.9739390394488854
pVA1046_46	pVA418_38	1.0
pVA1046_46	pVA418_56	0.0
pVA1046_46	pVA436_0.1	1.0
pVA1046_46	pVA436_1	1.0
pVA1046_46	pVA436_2_A	1.0
pVA1046_46	pVA436_2_B	1.0
pVA1046_46	pVA436_41	1.0
pVA1046_46	pVA436_52	1.0
pVA1046_46	pVA436_54	0.0
pVA1046_46	pVA524_189	0.9560451463356513
pVA1046_46	pVA524_199	0.9562617794241892
pVA1046_46	pVA524_46	0.0
pVA1046_46	pVA524_4_A	1.0
pVA1046_46	pVA524_4_B	1.0
pVA1046_46	pVA524_58	1.0
pVA1046_46	pVA524_5	1.0
pVA1046_46	pVA527_214	0.9529472931695587
pVA1046_46	pVA527_3	1.0
pVA1046_46	pVA527_45	0.0
pVA1046_46	pVA527_58	1.0
pVA1046_46	pVA528_281	0.9290743268126773
pVA1046_46	pVA528_2	1.0
pVA1046_46	pVA528_44	1.0
pVA1046_46	pVA528_96	1.0
pVA1046_46	pVA544_3	1.0
pVA1046_46	pVA544_51	0.9099672884036307
pVA1046_46	pVA544_8	1.0
pVA1046_46	pVA569_107	0.9821710968133273
pVA1046_46	pVA569_47	0.9099672884036307
pVA1046_46	pVA569_68	1.0
pVA1046_46	pVA585_226	1.0
pVA1046_46	pVA585_53	1.0
pVA1046_46	pVA605_296	0.9290526635038235
pVA1046_46	pVA605_65	0.9562184528064817
pVA1046_46	pVA605_91	0.0
pVA1046_46	pVA61_126	1.0
pVA1046_46	pVA61_57	1.0
pVA1046_46	pVA634_102	0.9436753969801347
pVA1046_46	pVA634_25	1.0
pVA1046_46	pVA634_271	0.9270813023981282
pVA1046_46	pVA634_2	1.0
pVA1046_46	pVA634_3	1.0
pVA1046_46	pVA634_4	1.0
pVA1046_46	pVA634_54	0.0
pVA1046_46	pVA634_6	1.0
pVA1046_46	pVA634_75	0.9874352808647993
pVA1046_46	pVA692_270	0.9468382400727887
pVA1046_46	pVA692_2	1.0
pVA1046_46	pVA692_45	0.0
pVA1046_46	pVA692_4	1.0
pVA1046_46	pVA754_184	0.9560884729533589
pVA1046_46	pVA754_27	0.883759333716255
pVA1046_46	pVA754_3	1.0
pVA1046_46	pVA754_4	1.0
pVA1046_46	pVA754_57	1.0
pVA1046_46	pVA754_5	1.0
pVA1046_46	pVA754_9	1.0
pVA1046_46	pVA765_0.7	0.0
pVA1046_46	pVA765_1_A	1.0
pVA1046_46	pVA765_1_B	1.0
pVA1046_46	pVA765_275	0.9290743268126773
pVA1046_46	pVA765_45	0.0
pVA1046_46	pVA765_4_A	1.0
pVA1046_46	pVA765_4_B	1.0
pVA1046_46	pVA765_72	1.0
pVA1046_46	pVA765_74	0.9820844435779121
pVA1046_46	pVA767_225	0.9562184528064817
pVA1046_46	pVA767_46	0.0
pVA1046_46	pVA767_57	1.0
pVA1046_46	pVA791_17	1.0
pVA1046_46	pVA791_270	0.9468382400727887
pVA1046_46	pVA791_4	1.0
pVA1046_46	pVA791_57	1.0
pVA1046_46	pVA791_75	1.0
pVA1046_5	pVA1101_139	1.0
pVA1046_5	pVA1101_21	1.0
pVA1046_5	pVA1101_2	1.0
pVA1046_5	pVA1101_40	1.0
pVA1046_5	pVA1101_4	1.0
pVA1046_5	pVA1101_5	1.0
pVA1046_5	pVA1184_286	1.0
pVA1046_5	pVA1184_82	1.0
pVA1046_5	pVA1393_45	1.0
pVA1046_5	pVA1393_58	1.0
pVA1046_5	pVA1393_9	0.9294070989490383
pVA1046_5	pVA1505_2	1.0
pVA1046_5	pVA1505_371	1.0
pVA1046_5	pVA1505_46	1.0
pVA1046_5	pVA1505_61	1.0
pVA1046_5	pVA1565_200	1.0
pVA1046_5	pVA1565_35	1.0
pVA1046_5	pVA1565_46	1.0
pVA1046_5	pVA1565_5	0.0
pVA1046_5	pVA1626_171	1.0
pVA1046_5	pVA1626_271	1.0
pVA1046_5	pVA1626_2	0.7741935483870968
pVA1046_5	pVA1626_45	1.0
pVA1046_5	pVA1626_4	0.5540020263424519
pVA1046_5	pVA1626_57	1.0
pVA1046_5	pVA1626_87	1.0
pVA1046_5	pVA1686_122	1.0
pVA1046_5	pVA1686_2	0.8368536052439912
pVA1046_5	pVA1686_54	1.0
pVA1046_5	pVA1686_57	1.0
pVA1046_5	pVA1722_375	1.0
pVA1046_5	pVA1722_46	1.0
pVA1046_5	pVA1722_58	1.0
pVA1046_5	pVA1788_21	0.9294070989490383
pVA1046_5	pVA1788_53	1.0
pVA1046_5	pVA1788_57	1.0
pVA1046_5	pVA1825_122	1.0
pVA1046_5	pVA1825_2	0.8368536052439912
pVA1046_5	pVA1825_54	1.0
pVA1046_5	pVA1825_57	1.0
pVA1046_5	pVA1835_14	1.0
pVA1046_5	pVA1835_189	1.0
pVA1046_5	pVA1835_363	1.0
pVA1046_5	pVA1835_4	0.9106487148102815
pVA1046_5	pVA1835_58_A	1.0
pVA1046_5	pVA1835_58_B	1.0
pVA1046_5	pVA1835_6	1.0
pVA1046_5	pVA2067_271	1.0
pVA1046_5	pVA2067_2	0.7722534081796311
pVA1046_5	pVA2067_45	1.0
pVA1046_5	pVA2067_4	0.532454152070884
pVA1046_5	pVA2464_160	1.0
pVA1046_5	pVA2464_46	1.0
pVA1046_5	pVA2464_5	0.9296053936149118
pVA1046_5	pVA2464_7	0.9302002776125322
pVA1046_5	pVA2588_5	0.6837200079317867
pVA1046_5	pVA2588_87	1.0
pVA1046_5	pVA2589_21	0.9294070989490383
pVA1046_5	pVA2589_86	1.0
pVA1046_5	pVA2589_99	1.0
pVA1046_5	pVA2682_199	1.0
pVA1046_5	pVA2682_52	1.0
pVA1046_5	pVA2682_9	0.9294070989490383
pVA1046_5	pVA2817_112	1.0
pVA1046_5	pVA2817_162	1.0
pVA1046_5	pVA2817_1	1.0
pVA1046_5	pVA2817_210	1.0
pVA1046_5	pVA2817_5	1.0
pVA1046_5	pVA2817_6	0.471743010113028
pVA1046_5	pVA3495_148	1.0
pVA1046_5	pVA3495_29	1.0
pVA1046_5	pVA3495_318	1.0
pVA1046_5	pVA3495_43	1.0
pVA1046_5	pVA3495_4	1.0
pVA1046_5	pVA418_110	1.0
pVA1046_5	pVA418_180	1.0
pVA1046_5	pVA418_38	0.38769150869903923
pVA1046_5	pVA418_56	1.0
pVA1046_5	pVA436_0.1	1.0
pVA1046_5	pVA436_1	0.6799999999999999
pVA1046_5	pVA436_2_A	1.0
pVA1046_5	pVA436_2_B	1.0
pVA1046_5	pVA436_41	1.0
pVA1046_5	pVA436_52	1.0
pVA1046_5	pVA436_54	1.0
pVA1046_5	pVA524_189	1.0
pVA1046_5	pVA524_199	1.0
pVA1046_5	pVA524_46	1.0
pVA1046_5	pVA524_4_A	0.5383383383383383
pVA1046_5	pVA524_4_B	0.32163024797446604
pVA1046_5	pVA524_58	1.0
pVA1046_5	pVA524_5	1.0
pVA1046_5	pVA527_214	1.0
pVA1046_5	pVA527_3	0.911522633744856
pVA1046_5	pVA527_45	1.0
pVA1046_5	pVA527_58	1.0
pVA1046_5	pVA528_281	1.0
pVA1046_5	pVA528_2	0.7724358974358975
pVA1046_5	pVA528_44	1.0
pVA1046_5	pVA528_96	1.0
pVA1046_5	pVA544_3	1.0
pVA1046_5	pVA544_51	1.0
pVA1046_5	pVA544_8	0.8078524687685902
pVA1046_5	pVA569_107	1.0
pVA1046_5	pVA569_47	1.0
pVA1046_5	pVA569_68	0.471743010113028
pVA1046_5	pVA585_226	1.0
pVA1046_5	pVA585_53	1.0
pVA1046_5	pVA605_296	1.0
pVA1046_5	pVA605_65	1.0
pVA1046_5	pVA605_91	1.0
pVA1046_5	pVA61_126	1.0
pVA1046_5	pVA61_57	1.0
pVA1046_5	pVA634_102	1.0
pVA1046_5	pVA634_25	1.0
pVA1046_5	pVA634_271	1.0
pVA1046_5	pVA634_2	0.6640371229698376
pVA1046_5	pVA634_3	0.9029642058165548
pVA1046_5	pVA634_4	1.0
pVA1046_5	pVA634_54	1.0
pVA1046_5	pVA634_6	0.471743010113028
pVA1046_5	pVA634_75	1.0
pVA1046_5	pVA692_270	1.0
pVA1046_5	pVA692_2	0.7722534081796311
pVA1046_5	pVA692_45	1.0
pVA1046_5	pVA692_4	0.5268905831444468
pVA1046_5	pVA754_184	1.0
pVA1046_5	pVA754_27	1.0
pVA1046_5	pVA754_3	0.9008148356279854
pVA1046_5	pVA754_4	0.921729490022173
pVA1046_5	pVA754_57	1.0
pVA1046_5	pVA754_5	0.5548284751140194
pVA1046_5	pVA754_9	0.8871703351179854
pVA1046_5	pVA765_0.7	1.0
pVA1046_5	pVA765_1_A	1.0
pVA1046_5	pVA765_1_B	1.0
pVA1046_5	pVA765_275	1.0
pVA1046_5	pVA765_45	1.0
pVA1046_5	pVA765_4_A	0.4362272240085745
pVA1046_5	pVA765_4_B	1.0
pVA1046_5	pVA765_72	1.0
pVA1046_5	pVA765_74	1.0
pVA1046_5	pVA767_225	1.0
pVA1046_5	pVA767_46	1.0
pVA1046_5	pVA767_57	1.0
pVA1046_5	pVA791_17	1.0
pVA1046_5	pVA791_270	1.0
pVA1046_5	pVA791_4	0.4956055734190783
pVA1046_5	pVA791_57	1.0
pVA1046_5	pVA791_75	1.0
pVA1101_139	pVA1101_21	0.9698694029850746
pVA1101_139	pVA1101_2	1.0
pVA1101_139	pVA1101_40	0.9858085002442599
pVA1101_139	pVA1101_4	1.0
pVA1101_139	pVA1101_5	1.0
pVA1101_139	pVA1184_286	0.7102563919286935
pVA1101_139	pVA1184_82	1.0
pVA1101_139	pVA1393_45	0.9465089965167617
pVA1101_139	pVA1393_58	0.9666810011180872
pVA1101_139	pVA1393_9	1.0
pVA1101_139	pVA1505_2	1.0
pVA1101_139	pVA1505_371	0.8140711778875364
pVA1101_139	pVA1505_46	0.9435887437447196
pVA1101_139	pVA1505_61	0.9683543269780588
pVA1101_139	pVA1565_200	0.7711914683745167
pVA1101_139	pVA1565_35	0.8503654745568096
pVA1101_139	pVA1565_46	0.9434587638915968
pVA1101_139	pVA1565_5	1.0
pVA1101_139	pVA1626_171	0.9672272931960001
pVA1101_139	pVA1626_271	0.7262889287577822
pVA1101_139	pVA1626_2	1.0
pVA1101_139	pVA1626_45	0.9429491250739143
pVA1101_139	pVA1626_4	1.0
pVA1101_139	pVA1626_57	0.9663364615919361
pVA1101_139	pVA1626_87	0.9506711638824951
pVA1101_139	pVA1686_122	0.7765078177114687
pVA1101_139	pVA1686_2	1.0
pVA1101_139	pVA1686_54	0.9525204198577432
pVA1101_139	pVA1686_57	0.9663364615919361
pVA1101_139	pVA1722_375	0.758554141083465
pVA1101_139	pVA1722_46	0.9434804272004506
pVA1101_139	pVA1722_58	0.9667021934951523
pVA1101_139	pVA1788_21	0.8026212198397629
pVA1101_139	pVA1788_53	0.835802561048243
pVA1101_139	pVA1788_57	0.9387085635359116
pVA1101_139	pVA1825_122	0.7765078177114687
pVA1101_139	pVA1825_2	1.0
pVA1101_139	pVA1825_54	0.9525204198577432
pVA1101_139	pVA1825_57	0.9663364615919361
pVA1101_139	pVA1835_14	1.0
pVA1101_139	pVA1835_189	0.7553304789747182
pVA1101_139	pVA1835_363	0.7585970279407875
pVA1101_139	pVA1835_4	1.0
pVA1101_139	pVA1835_58_A	0.9601978171896317
pVA1101_139	pVA1835_58_B	0.9666810011180872
pVA1101_139	pVA1835_6	1.0
pVA1101_139	pVA2067_271	0.7394408983367047
pVA1101_139	pVA2067_2	1.0
pVA1101_139	pVA2067_45	0.9422048676591307
pVA1101_139	pVA2067_4	1.0
pVA1101_139	pVA2464_160	0.8096967184406338
pVA1101_139	pVA2464_46	0.9434804272004506
pVA1101_139	pVA2464_5	1.0
pVA1101_139	pVA2464_7	1.0
pVA1101_139	pVA2588_5	1.0
pVA1101_139	pVA2588_87	0.9506825588550332
pVA1101_139	pVA2589_21	0.802566359382962
pVA1101_139	pVA2589_86	0.8659983989419094
pVA1101_139	pVA2589_99	0.9565304708445882
pVA1101_139	pVA2682_199	0.7697833498924255
pVA1101_139	pVA2682_52	0.9318538996080511
pVA1101_139	pVA2682_9	1.0
pVA1101_139	pVA2817_112	0.9548666454149399
pVA1101_139	pVA2817_162	0.9488860138810462
pVA1101_139	pVA2817_1	1.0
pVA1101_139	pVA2817_210	0.7914483606498788
pVA1101_139	pVA2817_5	1.0
pVA1101_139	pVA2817_6	1.0
pVA1101_139	pVA3495_148	0.9010671679663766
pVA1101_139	pVA3495_29	1.0
pVA1101_139	pVA3495_318	0.9589715731614047
pVA1101_139	pVA3495_43	0.880140202973586
pVA1101_139	pVA3495_4	1.0
pVA1101_139	pVA418_110	0.899362964845097
pVA1101_139	pVA418_180	0.7818131133714074
pVA1101_139	pVA418_38	1.0
pVA1101_139	pVA418_56	0.9537412065657642
pVA1101_139	pVA436_0.1	1.0
pVA1101_139	pVA436_1	1.0
pVA1101_139	pVA436_2_A	1.0
pVA1101_139	pVA436_2_B	1.0
pVA1101_139	pVA436_41	1.0
pVA1101_139	pVA436_52	0.9632231483415292
pVA1101_139	pVA436_54	0.9526295683178403
pVA1101_139	pVA524_189	0.8909244262095881
pVA1101_139	pVA524_199	0.7213212011179174
pVA1101_139	pVA524_46	0.9435887437447196
pVA1101_139	pVA524_4_A	1.0
pVA1101_139	pVA524_4_B	1.0
pVA1101_139	pVA524_58	0.9666792816348999
pVA1101_139	pVA524_5	1.0
pVA1101_139	pVA527_214	0.783235527472606
pVA1101_139	pVA527_3	1.0
pVA1101_139	pVA527_45	0.9422048676591307
pVA1101_139	pVA527_58	0.9666815742397138
pVA1101_139	pVA528_281	0.7096273846879624
pVA1101_139	pVA528_2	1.0
pVA1101_139	pVA528_44	0.9710311297184144
pVA1101_139	pVA528_96	0.599154057199867
pVA1101_139	pVA544_3	0.0
pVA1101_139	pVA544_51	0.9522347124039093
pVA1101_139	pVA544_8	0.9250560604272394
pVA1101_139	pVA569_107	0.9013143176733781
pVA1101_139	pVA569_47	0.9690305489561214
pVA1101_139	pVA569_68	1.0
pVA1101_139	pVA585_226	0.7891253225449061
pVA1101_139	pVA585_53	0.9655475709259675
pVA1101_139	pVA605_296	0.7096273846879624
pVA1101_139	pVA605_65	0.826858842370167
pVA1101_139	pVA605_91	0.9713946744002109
pVA1101_139	pVA61_126	0.6969063346481015
pVA1101_139	pVA61_57	0.9663364615919361
pVA1101_139	pVA634_102	0.9328091005765909
pVA1101_139	pVA634_25	0.9760520540561353
pVA1101_139	pVA634_271	0.7394480461462585
pVA1101_139	pVA634_2	1.0
pVA1101_139	pVA634_3	1.0
pVA1101_139	pVA634_4	1.0
pVA1101_139	pVA634_54	0.9526295683178403
pVA1101_139	pVA634_6	1.0
pVA1101_139	pVA634_75	0.9476211896697714
pVA1101_139	pVA692_270	0.7154957363316012
pVA1101_139	pVA692_2	1.0
pVA1101_139	pVA692_45	0.9422048676591307
pVA1101_139	pVA692_4	1.0
pVA1101_139	pVA754_184	0.7573032744115565
pVA1101_139	pVA754_27	1.0
pVA1101_139	pVA754_3	1.0
pVA1101_139	pVA754_4	1.0
